Date,Open,High,Low,Close,Adj Close,Volume,Calculation
2020-08-31,1647.890015,1647.964966,1630.310059,1634.180054,1634.180054,1823400.0,-0.008319706336712054
2020-09-01,1636.630005,1665.72998,1632.219971,1660.709961,1660.709961,1825300.0,0.014713133650510116
2020-09-02,1673.775024,1733.180054,1666.329956,1728.280029,1728.280029,2511200.0,0.03256411657388907
2020-09-03,1709.713989,1709.713989,1615.060059,1641.839966,1641.839966,3107800.0,-0.039699051090819656
2020-09-04,1624.26001,1645.109985,1547.613037,1591.040039,1591.040039,2608600.0,-0.02045237264691383
2020-09-08,1533.51001,1563.86499,1528.01001,1532.390015,1532.390015,2610900.0,-0.00073034736825749
2020-09-09,1557.530029,1569.0,1536.051025,1556.959961,1556.959961,1774700.0,-0.00036600771053255375
2020-09-10,1560.640015,1584.081055,1525.805054,1532.02002,1532.02002,1618600.0,-0.018338626925441238
2020-09-11,1536.0,1575.199951,1497.359985,1520.719971,1520.719971,1597100.0,-0.009947935546875009
2020-09-14,1539.005005,1564.0,1515.73999,1519.280029,1519.280029,1696600.0,-0.012816706856648572
2020-09-15,1536.0,1559.569946,1531.834961,1541.439941,1541.439941,1331100.0,0.003541628255208392
2020-09-16,1555.540039,1562.0,1519.819946,1520.900024,1520.900024,1311700.0,-0.02226880320114984
2020-09-17,1496.0,1508.297974,1470.0,1495.530029,1495.530029,1879800.0,-0.0003141517379679056
2020-09-18,1498.01001,1503.003052,1437.130005,1459.98999,1459.98999,3103900.0,-0.025380351096585752
2020-09-21,1440.060059,1448.359985,1406.550049,1431.160034,1431.160034,2888800.0,-0.0061803151503140984
2020-09-22,1450.089966,1469.52002,1434.530029,1465.459961,1465.459961,1583200.0,0.010599338910259047
2020-09-23,1458.780029,1460.959961,1407.699951,1415.209961,1415.209961,1657400.0,-0.029867469483982077
2020-09-24,1411.030029,1443.708984,1409.849976,1428.290039,1428.290039,1450200.0,0.01223220600927407
2020-09-25,1432.630005,1450.0,1413.339966,1444.959961,1444.959961,1323000.0,0.008606518052091222
2020-09-28,1474.209961,1476.800049,1449.301025,1464.52002,1464.52002,2007900.0,-0.006572972138532504
2020-09-29,1470.390015,1476.662964,1458.805054,1469.329956,1469.329956,978200.0,-0.0007209372949937437
2020-09-30,1466.800049,1489.75,1459.880005,1469.599976,1469.599976,1701600.0,0.0019088675391774718
2020-10-01,1484.27002,1499.040039,1479.209961,1490.089966,1490.089966,1779500.0,0.003921083038516181
2020-10-02,1462.030029,1483.199951,1450.920044,1458.420044,1458.420044,1284100.0,-0.0024691592705993943
2020-10-05,1466.209961,1488.209961,1464.27002,1486.02002,1486.02002,1113300.0,0.013511065622885855
2020-10-06,1475.579956,1486.76001,1448.589966,1453.439941,1453.439941,1245400.0,-0.015004280120487044
2020-10-07,1464.290039,1468.959961,1436.0,1460.290039,1460.290039,1746200.0,-0.002731699249099379
2020-10-08,1465.089966,1490.0,1465.089966,1485.930054,1485.930054,1187800.0,0.01422444251454243
2020-10-09,1494.699951,1516.52002,1489.449951,1515.219971,1515.219971,1435300.0,0.01372852122345452
2020-10-12,1543.0,1593.859985,1532.569946,1569.150024,1569.150024,2482600.0,0.01694752041477643
2020-10-13,1583.72998,1590.0,1563.199951,1571.680054,1571.680054,1601000.0,-0.007608573527161581
2020-10-14,1578.589966,1587.68396,1550.530029,1568.079956,1568.079956,1929300.0,-0.0066578467026693145
2020-10-15,1547.150024,1575.10498,1545.030029,1559.130005,1559.130005,1540000.0,0.007743257482572325
2020-10-16,1565.849976,1581.130005,1563.0,1573.01001,1573.01001,1434700.0,0.004572618136949791
2020-10-19,1580.459961,1588.150024,1528.0,1534.609985,1534.609985,1607100.0,-0.029010526765252214
2020-10-20,1527.050049,1577.5,1525.670044,1555.930054,1555.930054,2241700.0,0.01891228451805641
2020-10-21,1573.329956,1618.72998,1571.630005,1593.310059,1593.310059,2568300.0,0.012699245268803533
2020-10-22,1593.050049,1621.98999,1585.0,1615.329956,1615.329956,1433600.0,0.013985691795424623
2020-10-23,1626.069946,1642.359985,1620.51001,1641.0,1641.0,1375800.0,0.009181680060397554
2020-10-26,1625.01001,1638.23999,1576.5,1590.449951,1590.449951,1853300.0,-0.021267597606983303
2020-10-27,1595.670044,1606.844971,1582.780029,1604.26001,1604.26001,1229000.0,0.00538329714987117
2020-10-28,1559.73999,1561.349976,1514.619995,1516.619995,1516.619995,1834000.0,-0.02764563021814938
2020-10-29,1522.359985,1593.709961,1522.23999,1567.23999,1567.23999,2003100.0,0.02948054694172744
2020-10-30,1672.109985,1687.0,1604.459961,1621.01001,1621.01001,4329100.0,-0.030560175741071293
2020-11-02,1628.160034,1660.77002,1616.030029,1626.030029,1626.030029,2535400.0,-0.001308228279481268
2020-11-03,1631.780029,1661.699951,1616.619995,1650.209961,1650.209961,1661700.0,0.01129437281524666
2020-11-04,1710.280029,1771.36499,1706.030029,1749.130005,1749.130005,3570900.0,0.022715564317684008
2020-11-05,1781.0,1793.640015,1750.51001,1763.369995,1763.369995,2065800.0,-0.009898935991016274
2020-11-06,1753.949951,1772.430054,1740.349976,1761.75,1761.75,1660900.0,0.004447133166800348
2020-11-09,1790.900024,1818.060059,1760.02002,1763.0,1763.0,2268300.0,-0.01557877247535289
2020-11-10,1731.089966,1763.0,1717.300049,1740.390015,1740.390015,2636100.0,0.005372366071469647
2020-11-11,1750.0,1764.219971,1747.36499,1752.709961,1752.709961,1264000.0,0.001548549142857155
2020-11-12,1747.630005,1768.27002,1745.599976,1749.839966,1749.839966,1247500.0,0.0012645474120250191
2020-11-13,1757.630005,1781.040039,1744.550049,1777.02002,1777.02002,1499900.0,0.011031909414860012
2020-11-16,1771.699951,1799.069946,1767.689941,1781.380005,1781.380005,1246800.0,0.0054637095827294105
2020-11-17,1776.939941,1785.0,1767.0,1770.150024,1770.150024,1147100.0,-0.003821129146424009
2020-11-18,1765.22998,1773.469971,1746.140015,1746.780029,1746.780029,1173500.0,-0.010451868146948226
2020-11-19,1738.380005,1769.589966,1737.005005,1763.920044,1763.920044,1249900.0,0.014691861921179874
2020-11-20,1765.209961,1774.0,1741.859985,1742.189941,1742.189941,2313500.0,-0.01304095292265345
2020-11-23,1749.599976,1753.900024,1717.719971,1734.859985,1734.859985,2161600.0,-0.008424777779032113
2020-11-24,1730.5,1771.599976,1727.689941,1768.880005,1768.880005,1578000.0,0.022178563998844256
2020-11-25,1772.890015,1778.540039,1756.540039,1771.430054,1771.430054,1045800.0,-0.0008234921442659382
2020-11-27,1773.089966,1804.0,1772.439941,1793.189941,1793.189941,884900.0,0.011336128107105924
2020-11-30,1781.18396,1788.064941,1755.0,1760.73999,1760.73999,1823800.0,-0.011477742029520654
2020-12-01,1774.369995,1824.829956,1769.369995,1798.099976,1798.099976,1739000.0,0.013373750157446702
2020-12-02,1798.099976,1835.650024,1789.473022,1827.949951,1827.949951,1222000.0,0.016600842777609873
2020-12-03,1824.01001,1847.199951,1822.650024,1826.77002,1826.77002,1227300.0,0.0015131550730908357
2020-12-04,1824.52002,1833.160034,1816.98999,1827.98999,1827.98999,1378200.0,0.0019018536173695168
2020-12-07,1819.0,1832.369995,1805.780029,1819.47998,1819.47998,1320900.0,0.0002638702583837651
2020-12-08,1810.099976,1821.900024,1796.204956,1818.550049,1818.550049,1096300.0,0.004668290764067705
2020-12-09,1812.01001,1834.27002,1767.810059,1784.130005,1784.130005,1507600.0,-0.01538623122727671
2020-12-10,1769.800049,1781.310059,1740.319946,1775.329956,1775.329956,1362800.0,0.0031245942179313918
2020-12-11,1763.060059,1784.449951,1760.0,1781.77002,1781.77002,1220700.0,0.010612208531689062
2020-12-14,1775.0,1797.390015,1757.214966,1760.060059,1760.060059,1600200.0,-0.008416868169014135
2020-12-15,1764.420044,1771.420044,1749.949951,1767.77002,1767.77002,1482300.0,0.0018986272636109147
2020-12-16,1772.880005,1773.0,1756.079956,1763.0,1763.0,1513500.0,-0.005572856015148066
2020-12-17,1768.51001,1771.784058,1738.660034,1747.900024,1747.900024,1624700.0,-0.011653870141226928
2020-12-18,1754.180054,1755.109985,1720.219971,1731.01001,1731.01001,4016400.0,-0.013208475348449015
2020-12-21,1713.51001,1740.849976,1699.0,1739.369995,1739.369995,1828400.0,0.015091820210609713
2020-12-22,1734.430054,1737.405029,1712.574951,1723.5,1723.5,936700.0,-0.006301813079629632
2020-12-23,1728.109985,1747.98999,1725.040039,1732.380005,1732.380005,1033800.0,0.0024709191180328324
2020-12-24,1735.0,1746.0,1729.109985,1738.849976,1738.849976,346800.0,0.0022190063400576196
2020-12-28,1751.63501,1790.728027,1746.334961,1776.089966,1776.089966,1393000.0,0.013961216726308776
2020-12-29,1787.790039,1792.439941,1756.089966,1758.719971,1758.719971,1299400.0,-0.01626033670948314
2020-12-30,1762.01001,1765.094971,1725.599976,1739.52002,1739.52002,1306100.0,-0.012763826466570434
2020-12-31,1735.420044,1758.930054,1735.420044,1751.880005,1751.880005,1011900.0,0.009484712970158607
2021-01-04,1757.540039,1760.650024,1707.849976,1728.23999,1728.23999,1901900.0,-0.016671056334324537
2021-01-05,1725.0,1747.670044,1718.015015,1740.920044,1740.920044,1145300.0,0.009229011014492732
2021-01-06,1702.630005,1748.0,1699.0,1735.290039,1735.290039,2602100.0,0.01918210879879331
2021-01-07,1740.060059,1788.400024,1737.050049,1787.25,1787.25,2265000.0,0.027119719664802727
2021-01-08,1787.97998,1809.839966,1773.535034,1807.209961,1807.209961,2050600.0,0.010755143354569301
2021-01-11,1786.069946,1794.314941,1760.52002,1766.719971,1766.719971,1209700.0,-0.01083382822903179
2021-01-12,1753.920044,1778.040039,1725.310059,1746.550049,1746.550049,1357700.0,-0.004202013099292693
2021-01-13,1738.579956,1765.035034,1738.01001,1754.400024,1754.400024,1094100.0,0.009099419296422622
2021-01-14,1753.619995,1775.01001,1733.400024,1740.180054,1740.180054,1179500.0,-0.007664112543379211
2021-01-15,1738.189941,1756.0,1721.550049,1736.189941,1736.189941,1342200.0,-0.0011506222380100633
2021-01-19,1752.25,1809.275024,1741.459961,1790.859985,1790.859985,1734600.0,0.02203451847624486
2021-01-20,1831.459961,1903.709961,1825.530029,1886.900024,1886.900024,2490300.0,0.030270966431463257
2021-01-21,1898.0,1934.859985,1887.109985,1891.25,1891.25,2063900.0,-0.0035563751317175974
2021-01-22,1895.680054,1910.949951,1881.76001,1901.050049,1901.050049,1272100.0,0.0028327538651203308
2021-01-25,1920.670044,1929.579956,1867.530029,1899.400024,1899.400024,1927300.0,-0.011074270703833568
2021-01-26,1888.839966,1925.0,1884.244995,1917.23999,1917.23999,1313100.0,0.015035696253369106
2021-01-27,1882.530029,1890.0,1809.0,1830.790039,1830.790039,2748300.0,-0.027484284023604297
2021-01-28,1843.939941,1898.829956,1842.640015,1863.109985,1863.109985,1773100.0,0.01039624099123517
2021-01-29,1846.170044,1857.280029,1810.199951,1835.73999,1835.73999,1612600.0,-0.005649563015008994
2021-02-01,1853.569946,1922.391968,1850.930054,1901.349976,1901.349976,1602200.0,0.025777300772009765
2021-02-02,1922.560059,1955.76001,1914.48999,1927.51001,1927.51001,2273700.0,0.002574666511367516
2021-02-03,2073.0,2116.5,2018.380005,2070.070068,2070.070068,4118200.0,-0.0014133777134587593
2021-02-04,2068.889893,2078.550049,2042.589966,2062.370117,2062.370117,1852300.0,-0.00315134025356278
2021-02-05,2070.0,2102.51001,2059.330078,2098.0,2098.0,1533900.0,0.01352657004830918
2021-02-08,2105.909912,2123.547119,2072.0,2092.909912,2092.909912,1241900.0,-0.006173103571963243
2021-02-09,2078.540039,2105.129883,2078.540039,2083.51001,2083.51001,889900.0,0.002391087449242053
2021-02-10,2094.209961,2108.370117,2063.090088,2095.379883,2095.379883,1135500.0,0.0005586459914656295
2021-02-11,2099.51001,2102.030029,2077.320068,2095.889893,2095.889893,945200.0,-0.0017242675589815056
2021-02-12,2090.25,2108.820068,2083.129883,2104.110107,2104.110107,855700.0,0.0066308369812223275
2021-02-16,2104.360107,2152.679932,2104.360107,2121.899902,2121.899902,1133800.0,0.008334977906896874
2021-02-17,2100.0,2133.659912,2098.919922,2128.310059,2128.310059,1070900.0,0.013480980476190433
2021-02-18,2110.389893,2132.735107,2103.709961,2117.199951,2117.199951,1121600.0,0.0032269193586400608
2021-02-19,2119.27002,2130.530029,2097.409912,2101.139893,2101.139893,1457400.0,-0.008554892405829392
2021-02-22,2067.0,2091.419922,2062.139893,2064.879883,2064.879883,1367500.0,-0.0010256976294145798
2021-02-23,2025.01001,2082.01001,2002.02002,2070.860107,2070.860107,1667400.0,0.022641911286157054
2021-02-24,2041.829956,2100.780029,2038.130005,2095.169922,2095.169922,1248300.0,0.02612360830697892
2021-02-25,2067.449951,2094.879883,2021.290039,2031.359985,2031.359985,1828400.0,-0.017456270698375905
2021-02-26,2050.52002,2071.01001,2016.060059,2036.859985,2036.859985,2083500.0,-0.006661741834639527
2021-03-01,2056.52002,2086.52002,2046.099976,2081.51001,2081.51001,1404500.0,0.012151590919110057
2021-03-02,2076.189941,2104.370117,2071.26001,2075.840088,2075.840088,1133600.0,-0.00016850722233615063
2021-03-03,2067.209961,2088.518066,2010.0,2026.709961,2026.709961,1483100.0,-0.019591623862149143
2021-03-04,2023.369995,2089.23999,2020.27002,2049.090088,2049.090088,2116100.0,0.012711512508121336
2021-03-05,2073.120117,2118.110107,2046.415039,2108.540039,2108.540039,2193800.0,0.017085320676573243
2021-03-08,2101.129883,2128.810059,2021.609985,2024.170044,2024.170044,1646000.0,-0.03662783515796586
2021-03-09,2070.0,2078.040039,2047.829956,2052.699951,2052.699951,1696400.0,-0.008357511594202872
2021-03-10,2071.76001,2075.0,2033.369995,2055.030029,2055.030029,1267800.0,-0.008075250472664521
2021-03-11,2074.060059,2125.699951,2072.379883,2114.77002,2114.77002,1238300.0,0.0196281495433783
2021-03-12,2085.0,2090.26001,2047.550049,2061.919922,2061.919922,1725000.0,-0.011069581774580315
2021-03-15,2062.300049,2067.060059,2043.51001,2066.48999,2066.48999,1298100.0,0.0020316835089209126
2021-03-16,2078.98999,2123.560059,2070.0,2092.52002,2092.52002,1490600.0,0.0065079822726803495
2021-03-17,2076.030029,2109.780029,2054.0,2091.080078,2091.080078,1297500.0,0.0072494370455948465
2021-03-18,2061.0,2075.5,2033.550049,2036.219971,2036.219971,1361400.0,-0.012023303736050468
2021-03-19,2042.050049,2053.100098,2017.680054,2043.199951,2043.199951,2314400.0,0.0005631115655383778
2021-03-22,2041.839966,2057.98999,2026.069946,2038.589966,2038.589966,1954800.0,-0.0015917016289806523
2021-03-23,2051.699951,2072.302002,2039.219971,2052.959961,2052.959961,1367000.0,0.000614129760731259
2021-03-24,2065.370117,2078.209961,2041.555054,2045.060059,2045.060059,1154000.0,-0.009833616664068364
2021-03-25,2044.810059,2058.870117,2010.72998,2044.359985,2044.359985,1418900.0,-0.0002201055291267318
2021-03-26,2038.859985,2050.98999,2014.02002,2035.550049,2035.550049,1493500.0,-0.0016234248670097407
2021-03-29,2027.880005,2058.429932,2015.619995,2055.949951,2055.949951,1229800.0,0.013842015272496398
2021-03-30,2057.629883,2070.780029,2044.030029,2055.540039,2055.540039,1036600.0,-0.0010156559336867313
2021-03-31,2059.120117,2093.326904,2056.745117,2068.629883,2068.629883,1459900.0,0.004618363893144427
2021-04-01,2097.949951,2142.939941,2096.889893,2137.75,2137.75,1699000.0,0.01897092396366702
2021-04-05,2152.939941,2237.310059,2151.620117,2225.550049,2225.550049,2164900.0,0.033726025801850204
2021-04-06,2222.5,2237.659912,2214.800049,2224.75,2224.75,1353000.0,0.0010123734533183351
2021-04-07,2226.129883,2255.0,2225.330078,2249.679932,2249.679932,1289900.0,0.010578919576904105
2021-04-08,2277.959961,2284.004883,2257.679932,2265.439941,2265.439941,1358300.0,-0.005496154548082477
2021-04-09,2256.699951,2289.040039,2253.714111,2285.879883,2285.879883,1043600.0,0.012930355223816819
2021-04-12,2266.25,2275.320068,2238.465088,2254.790039,2254.790039,1565900.0,-0.005056794704909
2021-04-13,2261.469971,2277.209961,2256.090088,2267.27002,2267.27002,1165500.0,0.002564725189534672
2021-04-14,2275.159912,2277.98999,2249.189941,2254.840088,2254.840088,1011000.0,-0.008931162988951325
2021-04-15,2276.97998,2306.596924,2266.0,2296.659912,2296.659912,1373600.0,0.008642997379362118
2021-04-16,2303.0,2306.439941,2284.449951,2297.76001,2297.76001,1129800.0,-0.002275288753799407
2021-04-19,2291.97998,2318.449951,2287.844971,2302.399902,2302.399902,1234400.0,0.0045462534973800435
2021-04-20,2307.889893,2309.600098,2271.709961,2293.629883,2293.629883,1088700.0,-0.0061788086352176615
2021-04-21,2285.25,2295.320068,2258.570068,2293.290039,2293.290039,1196500.0,0.0035182317033147265
2021-04-22,2293.22998,2303.761963,2256.449951,2267.919922,2267.919922,1054800.0,-0.011036859896624946
2021-04-23,2283.469971,2325.820068,2278.209961,2315.300049,2315.300049,1433500.0,0.013939345997206441
2021-04-26,2319.929932,2341.26001,2313.840088,2326.73999,2326.73999,1041700.0,0.0029354584834935553
2021-04-27,2336.0,2337.449951,2304.27002,2307.120117,2307.120117,1598600.0,-0.012362963613013726
2021-04-28,2407.14502,2452.37793,2374.850098,2379.909912,2379.909912,2986400.0,-0.011314278023847461
